OrderItemID,OrderID,ProductID,Quantity,PricePerUnit
"ITEM-38","ORD-50018","PROD-123","2","3560.76"
"ITEM-39","ORD-50019","PROD-112","3","8648.47"
"ITEM-40","ORD-50019","PROD-123","2","3560.76"
"ITEM-41","ORD-50020","PROD-120","3","7586.78"
"ITEM-42","ORD-50020","PROD-123","1","3560.76"
"ITEM-43","ORD-50020","PROD-119","1","2946.97"
"ITEM-44","ORD-50021","PROD-111","2","6347.69"
"ITEM-45","ORD-50021","PROD-105","1","9160.98"
"ITEM-46","ORD-50021","PROD-111","2","6347.69"
"ITEM-47","ORD-50022","PROD-123","2","3560.76"
"ITEM-48","ORD-50022","PROD-131","3","5849.74"
"ITEM-49","ORD-50022","PROD-110","1","8525.08"
"ITEM-50","ORD-50022","PROD-112","1","8648.47"
"ITEM-51","ORD-50023","PROD-133","2","9603.27"
"ITEM-52","ORD-50023","PROD-116","2","6649.58"
"ITEM-53","ORD-50023","PROD-121","2","9398.24"
"ITEM-54","ORD-50023","PROD-112","2","8648.47"
"ITEM-55","ORD-50024","PROD-123","1","3560.76"
"ITEM-56","ORD-50025","PROD-116","2","6649.58"
"ITEM-57","ORD-50026","PROD-125","1","5681.81"
"ITEM-58","ORD-50026","PROD-101","1","1519.3"
"ITEM-59","ORD-50027","PROD-124","2","2838.25"
"ITEM-60","ORD-50027","PROD-118","1","6702.37"
"ITEM-61","ORD-50028","PROD-120","2","7586.78"
"ITEM-62","ORD-50028","PROD-104","3","8415.41"
"ITEM-63","ORD-50028","PROD-114","3","819.61"
"ITEM-64","ORD-50028","PROD-102","1","3718.09"
"ITEM-65","ORD-50029","PROD-119","2","2946.97"
"ITEM-66","ORD-50030","PROD-109","2","5729.65"
"ITEM-67","ORD-50031","PROD-132","1","4491.66"
"ITEM-68","ORD-50031","PROD-123","2","3560.76"
"ITEM-69","ORD-50031","PROD-127","3","5545.96"
"ITEM-70","ORD-50031","PROD-132","3","4491.66"
"ITEM-71","ORD-50032","PROD-121","3","9398.24"
"ITEM-72","ORD-50032","PROD-103","3","8456.17"
"ITEM-73","ORD-50032","PROD-113","3","1369.31"
"ITEM-74","ORD-50032","PROD-101","2","1519.3"
"ITEM-75","ORD-50033","PROD-122","3","8081.2"
"ITEM-76","ORD-50034","PROD-115","1","6382.82"
"ITEM-77","ORD-50034","PROD-133","2","9603.27"
"ITEM-78","ORD-50035","PROD-124","3","2838.25"
"ITEM-79","ORD-50036","PROD-105","3","9160.98"
"ITEM-80","ORD-50036","PROD-117","1","3922.1"
"ITEM-81","ORD-50037","PROD-106","1","8183.6"
"ITEM-82","ORD-50037","PROD-133","2","9603.27"
"ITEM-83","ORD-50037","PROD-132","3","4491.66"
"ITEM-84","ORD-50038","PROD-119","3","2946.97"
"ITEM-85","ORD-50038","PROD-134","1","5568.01"
"ITEM-86","ORD-50039","PROD-125","2","5681.81"
"ITEM-87","ORD-50040","PROD-116","2","6649.58"
"ITEM-88","ORD-50040","PROD-108","2","7171.77"
"ITEM-89","ORD-50041","PROD-127","2","5545.96"
"ITEM-90","ORD-50041","PROD-126","2","696.05"
"ITEM-91","ORD-50041","PROD-125","1","5681.81"
"ITEM-92","ORD-50041","PROD-107","3","4137.55"
"ITEM-93","ORD-50042","PROD-130","3","6644.43"
"ITEM-94","ORD-50043","PROD-123","3","3560.76"
"ITEM-95","ORD-50043","PROD-106","1","8183.6"
"ITEM-96","ORD-50043","PROD-120","2","7586.78"
"ITEM-97","ORD-50044","PROD-121","1","9398.24"
"ITEM-98","ORD-50044","PROD-114","2","819.61"
"ITEM-99","ORD-50044","PROD-130","1","6644.43"
"ITEM-100","ORD-50044","PROD-104","2","8415.41"
"ITEM-101","ORD-50045","PROD-116","1","6649.58"
"ITEM-102","ORD-50045","PROD-134","2","5568.01"
"ITEM-103","ORD-50046","PROD-117","3","3922.1"
"ITEM-104","ORD-50046","PROD-122","1","8081.2"
"ITEM-105","ORD-50046","PROD-118","3","6702.37"
"ITEM-106","ORD-50047","PROD-108","3","7171.77"
"ITEM-107","ORD-50048","PROD-123","3","3560.76"
"ITEM-108","ORD-50049","PROD-102","1","3718.09"
"ITEM-109","ORD-50049","PROD-129","1","2495.97"
"ITEM-110","ORD-50049","PROD-109","1","5729.65"
"ITEM-111","ORD-50049","PROD-104","3","8415.41"
"ITEM-112","ORD-50050","PROD-129","1","2495.97"
"ITEM-113","ORD-50050","PROD-122","2","8081.2"
"ITEM-114","ORD-50050","PROD-110","1","8525.08"
"ITEM-115","ORD-50050","PROD-122","1","8081.2"
"ITEM-116","ORD-50051","PROD-129","3","2495.97"
"ITEM-117","ORD-50051","PROD-127","1","5545.96"
"ITEM-118","ORD-50051","PROD-114","2","819.61"
"ITEM-119","ORD-50052","PROD-109","1","5729.65"
"ITEM-120","ORD-50053","PROD-114","3","819.61"
"ITEM-121","ORD-50053","PROD-117","2","3922.1"
"ITEM-122","ORD-50053","PROD-116","2","6649.58"
"ITEM-123","ORD-50053","PROD-114","3","819.61"
"ITEM-124","ORD-50054","PROD-112","2","8648.47"
"ITEM-125","ORD-50054","PROD-120","1","7586.78"
"ITEM-126","ORD-50055","PROD-101","1","1519.3"
"ITEM-127","ORD-50055","PROD-102","3","3718.09"
"ITEM-128","ORD-50056","PROD-109","3","5729.65"
"ITEM-129","ORD-50056","PROD-101","2","1519.3"
"ITEM-130","ORD-50056","PROD-104","2","8415.41"
"ITEM-131","ORD-50057","PROD-117","1","3922.1"
"ITEM-132","ORD-50057","PROD-132","3","4491.66"
"ITEM-133","ORD-50058","PROD-105","1","9160.98"
"ITEM-134","ORD-50059","PROD-113","2","1369.31"
"ITEM-135","ORD-50059","PROD-124","1","2838.25"
"ITEM-136","ORD-50060","PROD-124","2","2838.25"
"ITEM-137","ORD-50060","PROD-130","1","6644.43"
"ITEM-138","ORD-50060","PROD-101","2","1519.3"
"ITEM-139","ORD-50060","PROD-121","1","9398.24"
"ITEM-140","ORD-50061","PROD-115","1","6382.82"
"ITEM-141","ORD-50062","PROD-127","3","5545.96"
"ITEM-142","ORD-50063","PROD-110","3","8525.08"
"ITEM-143","ORD-50063","PROD-103","1","8456.17"
"ITEM-144","ORD-50064","PROD-101","2","1519.3"
"ITEM-145","ORD-50065","PROD-109","1","5729.65"
"ITEM-146","ORD-50066","PROD-127","2","5545.96"
"ITEM-147","ORD-50066","PROD-132","2","4491.66"
"ITEM-148","ORD-50066","PROD-116","3","6649.58"
"ITEM-149","ORD-50067","PROD-134","3","5568.01"
"ITEM-150","ORD-50067","PROD-133","2","9603.27"
"ITEM-151","ORD-50067","PROD-101","2","1519.3"
"ITEM-152","ORD-50068","PROD-129","1","2495.97"
"ITEM-153","ORD-50068","PROD-126","3","696.05"
"ITEM-154","ORD-50068","PROD-131","1","5849.74"
"ITEM-155","ORD-50069","PROD-115","1","6382.82"
"ITEM-156","ORD-50069","PROD-101","3","1519.3"
"ITEM-157","ORD-50069","PROD-107","3","4137.55"
"ITEM-158","ORD-50070","PROD-126","1","696.05"
"ITEM-159","ORD-50070","PROD-113","1","1369.31"
"ITEM-160","ORD-50071","PROD-103","1","8456.17"
"ITEM-161","ORD-50072","PROD-124","2","2838.25"
"ITEM-162","ORD-50072","PROD-120","3","7586.78"
"ITEM-163","ORD-50072","PROD-112","1","8648.47"
"ITEM-164","ORD-50072","PROD-107","3","4137.55"
"ITEM-165","ORD-50073","PROD-133","1","9603.27"
"ITEM-166","ORD-50073","PROD-118","1","6702.37"
"ITEM-167","ORD-50073","PROD-115","1","6382.82"
"ITEM-168","ORD-50073","PROD-101","2","1519.3"
"ITEM-169","ORD-50074","PROD-116","3","6649.58"
"ITEM-170","ORD-50075","PROD-119","2","2946.97"
"ITEM-171","ORD-50075","PROD-106","1","8183.6"
"ITEM-172","ORD-50076","PROD-131","3","5849.74"
"ITEM-173","ORD-50076","PROD-133","3","9603.27"
"ITEM-174","ORD-50077","PROD-134","2","5568.01"
"ITEM-175","ORD-50077","PROD-105","3","9160.98"
"ITEM-176","ORD-50077","PROD-106","3","8183.6"
"ITEM-177","ORD-50078","PROD-101","2","1519.3"
"ITEM-178","ORD-50078","PROD-113","2","1369.31"
"ITEM-179","ORD-50078","PROD-123","3","3560.76"
"ITEM-180","ORD-50079","PROD-102","2","3718.09"
"ITEM-181","ORD-50079","PROD-114","1","819.61"
"ITEM-182","ORD-50079","PROD-115","3","6382.82"
"ITEM-183","ORD-50080","PROD-114","2","819.61"
"ITEM-184","ORD-50080","PROD-104","3","8415.41"
"ITEM-185","ORD-50080","PROD-102","2","3718.09"
"ITEM-186","ORD-50081","PROD-106","3","8183.6"
"ITEM-187","ORD-50081","PROD-118","2","6702.37"
"ITEM-188","ORD-50081","PROD-106","2","8183.6"
"ITEM-189","ORD-50082","PROD-126","2","696.05"
"ITEM-190","ORD-50083","PROD-111","2","6347.69"
"ITEM-191","ORD-50083","PROD-106","2","8183.6"
"ITEM-192","ORD-50084","PROD-104","3","8415.41"
"ITEM-193","ORD-50084","PROD-103","2","8456.17"
"ITEM-194","ORD-50084","PROD-102","1","3718.09"
"ITEM-195","ORD-50084","PROD-121","3","9398.24"
"ITEM-196","ORD-50085","PROD-106","2","8183.6"
"ITEM-197","ORD-50086","PROD-129","1","2495.97"
"ITEM-198","ORD-50086","PROD-104","3","8415.41"
"ITEM-199","ORD-50086","PROD-101","1","1519.3"
"ITEM-200","ORD-50086","PROD-105","3","9160.98"
"ITEM-201","ORD-50087","PROD-115","3","6382.82"
"ITEM-202","ORD-50087","PROD-121","2","9398.24"
"ITEM-203","ORD-50088","PROD-122","1","8081.2"
"ITEM-204","ORD-50088","PROD-129","2","2495.97"
"ITEM-205","ORD-50089","PROD-117","3","3922.1"
"ITEM-206","ORD-50089","PROD-123","1","3560.76"
"ITEM-207","ORD-50089","PROD-125","3","5681.81"
"ITEM-208","ORD-50089","PROD-101","2","1519.3"
"ITEM-209","ORD-50090","PROD-105","1","9160.98"
"ITEM-210","ORD-50090","PROD-113","2","1369.31"
"ITEM-211","ORD-50090","PROD-110","2","8525.08"
"ITEM-212","ORD-50090","PROD-115","3","6382.82"
"ITEM-213","ORD-50091","PROD-103","3","8456.17"
"ITEM-214","ORD-50092","PROD-131","1","5849.74"
"ITEM-215","ORD-50092","PROD-116","1","6649.58"
"ITEM-216","ORD-50093","PROD-105","3","9160.98"
"ITEM-217","ORD-50094","PROD-104","1","8415.41"
"ITEM-218","ORD-50094","PROD-132","1","4491.66"
"ITEM-219","ORD-50094","PROD-122","3","8081.2"
"ITEM-220","ORD-50095","PROD-125","2","5681.81"
"ITEM-221","ORD-50095","PROD-123","2","3560.76"
"ITEM-222","ORD-50096","PROD-103","2","8456.17"
"ITEM-223","ORD-50096","PROD-116","3","6649.58"
"ITEM-224","ORD-50096","PROD-105","1","9160.98"
"ITEM-225","ORD-50096","PROD-118","2","6702.37"
"ITEM-226","ORD-50097","PROD-121","1","9398.24"
"ITEM-227","ORD-50097","PROD-117","1","3922.1"
"ITEM-228","ORD-50098","PROD-122","3","8081.2"
"ITEM-229","ORD-50098","PROD-121","1","9398.24"
"ITEM-230","ORD-50098","PROD-132","3","4491.66"
"ITEM-231","ORD-50099","PROD-123","1","3560.76"
"ITEM-232","ORD-50099","PROD-112","2","8648.47"
"ITEM-233","ORD-50099","PROD-134","1","5568.01"
"ITEM-234","ORD-50099","PROD-113","1","1369.31"
"ITEM-235","ORD-50100","PROD-120","3","7586.78"
"ITEM-236","ORD-50100","PROD-128","3","1323.54"
"ITEM-237","ORD-50101","PROD-119","1","2946.97"
"ITEM-238","ORD-50102","PROD-123","3","3560.76"
"ITEM-239","ORD-50102","PROD-118","3","6702.37"
"ITEM-240","ORD-50103","PROD-116","3","6649.58"
"ITEM-241","ORD-50103","PROD-113","3","1369.31"
"ITEM-242","ORD-50103","PROD-119","2","2946.97"
"ITEM-243","ORD-50103","PROD-131","3","5849.74"
"ITEM-244","ORD-50104","PROD-119","3","2946.97"
"ITEM-245","ORD-50104","PROD-122","2","8081.2"
"ITEM-246","ORD-50104","PROD-113","1","1369.31"
"ITEM-247","ORD-50105","PROD-103","3","8456.17"
"ITEM-248","ORD-50105","PROD-127","2","5545.96"
"ITEM-249","ORD-50105","PROD-108","1","7171.77"
"ITEM-250","ORD-50106","PROD-109","1","5729.65"
"ITEM-251","ORD-50106","PROD-113","1","1369.31"
"ITEM-252","ORD-50107","PROD-132","2","4491.66"
"ITEM-253","ORD-50108","PROD-108","3","7171.77"
"ITEM-254","ORD-50109","PROD-114","2","819.61"
"ITEM-255","ORD-50109","PROD-102","1","3718.09"
"ITEM-256","ORD-50109","PROD-125","1","5681.81"
"ITEM-257","ORD-50110","PROD-115","2","6382.82"
"ITEM-258","ORD-50110","PROD-129","1","2495.97"
"ITEM-259","ORD-50110","PROD-106","1","8183.6"
"ITEM-260","ORD-50110","PROD-106","3","8183.6"
"ITEM-261","ORD-50111","PROD-119","1","2946.97"
"ITEM-262","ORD-50111","PROD-130","1","6644.43"
"ITEM-263","ORD-50111","PROD-128","2","1323.54"
"ITEM-264","ORD-50112","PROD-123","2","3560.76"
"ITEM-265","ORD-50112","PROD-133","3","9603.27"
"ITEM-266","ORD-50112","PROD-120","2","7586.78"
"ITEM-267","ORD-50112","PROD-106","1","8183.6"
"ITEM-268","ORD-50113","PROD-128","1","1323.54"
"ITEM-269","ORD-50113","PROD-121","3","9398.24"
"ITEM-270","ORD-50114","PROD-124","1","2838.25"
"ITEM-271","ORD-50114","PROD-111","2","6347.69"
"ITEM-272","ORD-50114","PROD-103","3","8456.17"
"ITEM-273","ORD-50114","PROD-102","1","3718.09"
"ITEM-274","ORD-50115","PROD-124","1","2838.25"
"ITEM-275","ORD-50115","PROD-114","3","819.61"
"ITEM-276","ORD-50115","PROD-108","1","7171.77"
"ITEM-277","ORD-50115","PROD-127","1","5545.96"
"ITEM-278","ORD-50116","PROD-132","1","4491.66"
"ITEM-279","ORD-50116","PROD-121","2","9398.24"
"ITEM-280","ORD-50116","PROD-126","1","696.05"
"ITEM-281","ORD-50117","PROD-131","2","5849.74"
"ITEM-282","ORD-50118","PROD-124","1","2838.25"
"ITEM-283","ORD-50118","PROD-101","3","1519.3"
"ITEM-284","ORD-50118","PROD-113","2","1369.31"
"ITEM-285","ORD-50119","PROD-118","2","6702.37"
"ITEM-286","ORD-50120","PROD-108","2","7171.77"
"ITEM-287","ORD-50121","PROD-112","3","8648.47"
"ITEM-288","ORD-50121","PROD-107","1","4137.55"
"ITEM-289","ORD-50121","PROD-121","2","9398.24"
"ITEM-290","ORD-50121","PROD-128","2","1323.54"
"ITEM-291","ORD-50122","PROD-113","2","1369.31"
"ITEM-292","ORD-50122","PROD-128","2","1323.54"
"ITEM-293","ORD-50122","PROD-124","2","2838.25"
"ITEM-294","ORD-50122","PROD-104","2","8415.41"
"ITEM-295","ORD-50123","PROD-121","3","9398.24"
"ITEM-296","ORD-50123","PROD-102","1","3718.09"
"ITEM-297","ORD-50123","PROD-116","3","6649.58"
"ITEM-298","ORD-50123","PROD-109","3","5729.65"
"ITEM-299","ORD-50124","PROD-114","2","819.61"
"ITEM-300","ORD-50124","PROD-123","2","3560.76"
"ITEM-301","ORD-50124","PROD-134","2","5568.01"
"ITEM-302","ORD-50124","PROD-117","3","3922.1"
"ITEM-303","ORD-50125","PROD-106","3","8183.6"
"ITEM-304","ORD-50125","PROD-113","2","1369.31"
"ITEM-305","ORD-50126","PROD-113","3","1369.31"
"ITEM-306","ORD-50126","PROD-117","3","3922.1"
"ITEM-307","ORD-50126","PROD-101","1","1519.3"
"ITEM-308","ORD-50127","PROD-127","1","5545.96"
"ITEM-309","ORD-50127","PROD-102","3","3718.09"
"ITEM-310","ORD-50127","PROD-110","3","8525.08"
"ITEM-311","ORD-50127","PROD-110","3","8525.08"
"ITEM-312","ORD-50128","PROD-106","1","8183.6"
"ITEM-313","ORD-50129","PROD-105","1","9160.98"
"ITEM-314","ORD-50130","PROD-121","3","9398.24"
"ITEM-315","ORD-50131","PROD-134","3","5568.01"
"ITEM-316","ORD-50131","PROD-112","3","8648.47"
"ITEM-317","ORD-50132","PROD-126","2","696.05"
"ITEM-318","ORD-50132","PROD-127","1","5545.96"
"ITEM-319","ORD-50132","PROD-129","1","2495.97"
"ITEM-320","ORD-50132","PROD-104","2","8415.41"
"ITEM-321","ORD-50133","PROD-112","1","8648.47"
"ITEM-322","ORD-50133","PROD-103","2","8456.17"
"ITEM-323","ORD-50134","PROD-115","1","6382.82"
"ITEM-324","ORD-50134","PROD-101","1","1519.3"
"ITEM-325","ORD-50134","PROD-103","2","8456.17"
"ITEM-326","ORD-50134","PROD-112","2","8648.47"
"ITEM-327","ORD-50135","PROD-101","1","1519.3"
"ITEM-328","ORD-50135","PROD-119","1","2946.97"
"ITEM-329","ORD-50135","PROD-113","1","1369.31"
"ITEM-330","ORD-50136","PROD-109","2","5729.65"
"ITEM-331","ORD-50136","PROD-127","2","5545.96"
"ITEM-332","ORD-50136","PROD-112","1","8648.47"
"ITEM-333","ORD-50137","PROD-104","2","8415.41"
"ITEM-334","ORD-50138","PROD-128","2","1323.54"
"ITEM-335","ORD-50138","PROD-122","3","8081.2"
"ITEM-336","ORD-50138","PROD-123","3","3560.76"
"ITEM-337","ORD-50138","PROD-121","3","9398.24"
"ITEM-338","ORD-50139","PROD-108","1","7171.77"
"ITEM-339","ORD-50139","PROD-125","3","5681.81"
"ITEM-340","ORD-50139","PROD-115","1","6382.82"
"ITEM-341","ORD-50140","PROD-114","2","819.61"
"ITEM-342","ORD-50141","PROD-108","1","7171.77"
"ITEM-343","ORD-50142","PROD-108","1","7171.77"
"ITEM-344","ORD-50142","PROD-131","3","5849.74"
"ITEM-345","ORD-50143","PROD-116","2","6649.58"
"ITEM-346","ORD-50143","PROD-109","2","5729.65"
"ITEM-347","ORD-50144","PROD-105","3","9160.98"
"ITEM-348","ORD-50145","PROD-108","2","7171.77"
"ITEM-349","ORD-50146","PROD-127","3","5545.96"
"ITEM-350","ORD-50146","PROD-103","3","8456.17"
"ITEM-351","ORD-50146","PROD-118","1","6702.37"
"ITEM-352","ORD-50146","PROD-111","3","6347.69"
"ITEM-353","ORD-50147","PROD-127","1","5545.96"
"ITEM-354","ORD-50147","PROD-121","2","9398.24"
"ITEM-355","ORD-50147","PROD-121","3","9398.24"
"ITEM-356","ORD-50148","PROD-107","1","4137.55"
"ITEM-357","ORD-50148","PROD-110","2","8525.08"
"ITEM-358","ORD-50149","PROD-104","1","8415.41"
"ITEM-359","ORD-50149","PROD-132","2","4491.66"
"ITEM-360","ORD-50149","PROD-110","2","8525.08"
"ITEM-361","ORD-50150","PROD-134","1","5568.01"
"ITEM-362","ORD-50150","PROD-122","2","8081.2"
"ITEM-363","ORD-50151","PROD-113","1","1369.31"
"ITEM-364","ORD-50152","PROD-133","1","9603.27"
"ITEM-365","ORD-50153","PROD-122","3","8081.2"
"ITEM-366","ORD-50153","PROD-113","3","1369.31"
"ITEM-367","ORD-50153","PROD-118","2","6702.37"
"ITEM-368","ORD-50154","PROD-109","1","5729.65"
"ITEM-369","ORD-50154","PROD-108","1","7171.77"
"ITEM-370","ORD-50155","PROD-126","2","696.05"
"ITEM-371","ORD-50156","PROD-126","2","696.05"
"ITEM-372","ORD-50157","PROD-118","2","6702.37"
"ITEM-373","ORD-50157","PROD-124","1","2838.25"
"ITEM-374","ORD-50157","PROD-109","1","5729.65"
"ITEM-375","ORD-50158","PROD-132","2","4491.66"
"ITEM-376","ORD-50159","PROD-128","1","1323.54"
"ITEM-377","ORD-50159","PROD-101","3","1519.3"
"ITEM-378","ORD-50160","PROD-105","3","9160.98"
"ITEM-379","ORD-50160","PROD-101","2","1519.3"
"ITEM-380","ORD-50160","PROD-113","2","1369.31"
"ITEM-381","ORD-50160","PROD-130","3","6644.43"
"ITEM-382","ORD-50161","PROD-128","2","1323.54"
"ITEM-383","ORD-50161","PROD-132","3","4491.66"
"ITEM-384","ORD-50161","PROD-128","2","1323.54"
"ITEM-385","ORD-50162","PROD-115","2","6382.82"
"ITEM-386","ORD-50163","PROD-101","1","1519.3"
"ITEM-387","ORD-50163","PROD-133","1","9603.27"
"ITEM-388","ORD-50163","PROD-126","1","696.05"
"ITEM-389","ORD-50164","PROD-127","3","5545.96"
"ITEM-390","ORD-50164","PROD-131","2","5849.74"
"ITEM-391","ORD-50165","PROD-117","2","3922.1"
"ITEM-392","ORD-50165","PROD-114","1","819.61"
"ITEM-393","ORD-50166","PROD-102","2","3718.09"
"ITEM-394","ORD-50166","PROD-103","2","8456.17"
"ITEM-395","ORD-50166","PROD-130","3","6644.43"
"ITEM-396","ORD-50166","PROD-124","2","2838.25"
"ITEM-397","ORD-50167","PROD-112","2","8648.47"
"ITEM-398","ORD-50167","PROD-103","2","8456.17"
"ITEM-399","ORD-50167","PROD-126","2","696.05"
"ITEM-400","ORD-50168","PROD-104","3","8415.41"
"ITEM-401","ORD-50169","PROD-121","2","9398.24"
"ITEM-402","ORD-50169","PROD-118","3","6702.37"
"ITEM-403","ORD-50169","PROD-129","2","2495.97"
"ITEM-404","ORD-50170","PROD-107","2","4137.55"
"ITEM-405","ORD-50171","PROD-134","3","5568.01"
"ITEM-406","ORD-50172","PROD-102","3","3718.09"
"ITEM-407","ORD-50172","PROD-131","3","5849.74"
"ITEM-408","ORD-50172","PROD-134","1","5568.01"
"ITEM-409","ORD-50173","PROD-117","2","3922.1"
"ITEM-410","ORD-50174","PROD-108","3","7171.77"
"ITEM-411","ORD-50174","PROD-116","3","6649.58"
"ITEM-412","ORD-50174","PROD-125","3","5681.81"
"ITEM-413","ORD-50175","PROD-105","3","9160.98"
"ITEM-414","ORD-50175","PROD-126","2","696.05"
"ITEM-415","ORD-50175","PROD-117","1","3922.1"
"ITEM-416","ORD-50176","PROD-103","3","8456.17"
"ITEM-417","ORD-50176","PROD-125","1","5681.81"
"ITEM-418","ORD-50177","PROD-105","1","9160.98"
"ITEM-419","ORD-50178","PROD-109","2","5729.65"
"ITEM-420","ORD-50178","PROD-102","1","3718.09"
"ITEM-421","ORD-50178","PROD-125","3","5681.81"
"ITEM-422","ORD-50179","PROD-101","2","1519.3"
"ITEM-423","ORD-50179","PROD-109","3","5729.65"
"ITEM-424","ORD-50180","PROD-120","3","7586.78"
"ITEM-425","ORD-50181","PROD-120","3","7586.78"
"ITEM-426","ORD-50181","PROD-127","1","5545.96"
"ITEM-427","ORD-50181","PROD-103","3","8456.17"
"ITEM-428","ORD-50182","PROD-111","3","6347.69"
"ITEM-429","ORD-50182","PROD-119","2","2946.97"
"ITEM-430","ORD-50183","PROD-123","2","3560.76"
"ITEM-431","ORD-50183","PROD-130","2","6644.43"
"ITEM-432","ORD-50184","PROD-126","3","696.05"
"ITEM-433","ORD-50184","PROD-124","3","2838.25"
"ITEM-434","ORD-50184","PROD-116","2","6649.58"
"ITEM-435","ORD-50185","PROD-111","3","6347.69"
"ITEM-436","ORD-50185","PROD-118","3","6702.37"
"ITEM-437","ORD-50186","PROD-101","1","1519.3"
"ITEM-438","ORD-50186","PROD-104","1","8415.41"
"ITEM-439","ORD-50186","PROD-132","3","4491.66"
"ITEM-440","ORD-50186","PROD-110","1","8525.08"
"ITEM-441","ORD-50187","PROD-127","1","5545.96"
"ITEM-442","ORD-50187","PROD-101","2","1519.3"
"ITEM-443","ORD-50188","PROD-126","3","696.05"
"ITEM-444","ORD-50189","PROD-125","3","5681.81"
"ITEM-445","ORD-50189","PROD-130","3","6644.43"
"ITEM-446","ORD-50190","PROD-118","3","6702.37"
"ITEM-447","ORD-50190","PROD-118","1","6702.37"
"ITEM-448","ORD-50191","PROD-126","2","696.05"
"ITEM-449","ORD-50191","PROD-131","1","5849.74"
"ITEM-450","ORD-50192","PROD-124","3","2838.25"
"ITEM-451","ORD-50192","PROD-108","1","7171.77"
"ITEM-452","ORD-50193","PROD-130","3","6644.43"
"ITEM-453","ORD-50193","PROD-123","1","3560.76"
"ITEM-454","ORD-50193","PROD-109","3","5729.65"
"ITEM-455","ORD-50194","PROD-129","3","2495.97"
"ITEM-456","ORD-50195","PROD-131","2","5849.74"
"ITEM-457","ORD-50195","PROD-124","2","2838.25"
"ITEM-458","ORD-50195","PROD-120","2","7586.78"
"ITEM-459","ORD-50196","PROD-119","2","2946.97"
"ITEM-460","ORD-50196","PROD-121","1","9398.24"
"ITEM-461","ORD-50196","PROD-110","2","8525.08"
"ITEM-462","ORD-50197","PROD-133","1","9603.27"
"ITEM-463","ORD-50197","PROD-113","1","1369.31"
"ITEM-464","ORD-50197","PROD-134","2","5568.01"
"ITEM-465","ORD-50198","PROD-119","1","2946.97"
"ITEM-466","ORD-50198","PROD-115","3","6382.82"
"ITEM-467","ORD-50199","PROD-129","2","2495.97"
"ITEM-468","ORD-50199","PROD-105","3","9160.98"
"ITEM-469","ORD-50200","PROD-110","2","8525.08"
"ITEM-470","ORD-50200","PROD-102","3","3718.09"
"ITEM-471","ORD-50200","PROD-134","3","5568.01"
"ITEM-472","ORD-50200","PROD-120","2","7586.78"
"ITEM-473","ORD-50201","PROD-106","1","8183.6"
"ITEM-474","ORD-50201","PROD-105","1","9160.98"
"ITEM-475","ORD-50201","PROD-114","1","819.61"
"ITEM-476","ORD-50202","PROD-125","2","5681.81"
"ITEM-477","ORD-50203","PROD-126","1","696.05"
"ITEM-478","ORD-50203","PROD-122","1","8081.2"
"ITEM-479","ORD-50204","PROD-121","1","9398.24"
"ITEM-480","ORD-50204","PROD-134","1","5568.01"
"ITEM-481","ORD-50204","PROD-127","1","5545.96"
